"","x"
"219",18638.7557625571
"220",15468.7732968037
"221",13945.3464474886
"222",16486.0598721461
"223",17669.7760365297
"224",16622.787543379
"225",11945.7639817352
"226",6974.19302283107
"227",10596.7952146119
"228",15084.664803653
"229",7578.21384474888
"230",9793.98918721463
"231",12975.6587762557
"232",29695.0982283105
"233",26208.9787762557
"234",13414.867543379
"235",8429.5174063927
"236",6620.22644748859
"237",11971.8779543379
"238",13264.7037077626
"239",11673.1853515982
"240",16026.2642557078
"241",16566.7765844749
"242",17065.5869954338
"243",15193.9760365297
"244",1380.05932420091
"245",-5329.77410045663
"246",-1890.27601826485
"247",-1852.91437442923
"248",-880.557662100467
"249",-6099.1302648402
"250",-5954.8513607306
"251",-6076.64752511416
"252",-5110.35218264841
"253",-2609.03875799087
"254",-10562.4880730594
"255",-13987.1417716895
"256",-7840.98177168951
"257",-2590.0409497717
"258",-3613.031086758
"259",-7189.32916894977
"260",-10796.7313607306
"261",-14892.1247853881
"262",-14408.8968401826
"263",-16963.1861552511
"264",-19660.1949223744
"265",-15311.0677990868
"266",-5910.23382648401
"267",-6957.16149771689
"268",-12678.3258812785
"269",-16114.1450593607
"270",-17433.3812237443
"271",-14981.9856073059
"272",-18857.0464292237
"273",-24311.2667031963
"274",-25215.8069771689
"275",-24453.3204018265
"276",-23110.2576621004
"277",-18639.0927305936
"278",-17518.1902648402
"279",-18137.1814977169
"280",-18844.9343744292
"281",-17376.8428675799
"282",-20358.6960182648
"283",-21325.0795799087
"284",-22960.0719086758
"285",-28539.8247853881
"286",-28856.4653333333
"287",-27238.5091689498
"288",-26072.6954703196
"289",-27003.0960182648
"290",-25617.9387579909
"291",-22719.4045114155
"292",-17146.6845114155
"293",-18298.1267031963
"294",-20916.6571141552
"295",-21904.2132785388
"296",-22478.3036894977
"297",-16050.4286210046
"298",-15268.4220456621
"299",-18864.6423196347
"300",-20573.9535525114
"301",-23423.8823196347
"302",-14194.6741004566
"303",-14340.8987579909
"304",-17359.1667031964
"305",-21108.1584840183
"306",-22416.3332785388
"307",-15504.4198538813
"308",-14742.3042374429
"309",-16594.3995799087
"310",-19007.1365662101
"311",-15770.9404018265
"312",-15822.3036894977
"313",-19987.7628675799
"314",-18070.9891689498
"315",-11863.8691689498
"316",-10799.2171141553
"317",-18451.6505388128
"318",-23314.0346484018
"319",-23731.253826484
"320",-19763.1157442923
"321",-11815.2182100457
"322",-1834.18259360732
"323",2808.28151598173
"324",-109.771634703208
"325",-7625.81766210046
"326",-2790.34916894978
"327",12325.0020639269
"328",5176.88973515981
"329",6068.41521461187
"330",-2633.74588127854
"331",-4303.33821004566
"332",-1939.31300456621
"333",-5394.21437442922
"334",-6895.94149771689
"335",-6323.70807305936
"336",-1351.21437442922
"337",5492.57850228311
"338",6882.22288584476
"339",12722.346173516
"340",16688.5122009133
"341",23244.0223378996
"342",24812.8880913242
"343",26224.4732968037
"344",5711.00206392694
"345",-5440.00177168949
"346",4693.45028310503
"347",6859.21137899544
"348",8658.35220091325
"349",8038.54562557079
"350",-7218.27081278537
"351",14240.0206940639
"352",18018.22343379
"353",13812.3686392694
"354",20855.5269954338
"355",24190.7713789954
"356",17185.4590502283
"357",21507.247543379
"358",21405.2469954338
"359",11783.7801461187
"360",840.430009132426
"361",5294.66452968037
"362",6262.70398173516
"363",-2127.89766210045
"364",10035.4837077626
"365",13166.6376803653
"366",6460.70014611873
"367",26884.6678173516
"368",38347.7779543379
"369",38277.351652968
"370",21972.3900091324
"371",9815.34617351598
"372",13128.1938447489
"373",2672.8579543379
"374",7076.07658447488
"375",23368.0809680365
"376",18849.1708310502
"377",6697.41466666667
"378",7807.87000913242
"379",15088.3028858448
"380",25949.6985022831
"381",23185.0541187215
"382",34278.8037077626
"383",26750.0119269406
"384",19613.5363105023
"385",25111.3341187215
"386",38394.693022831
"387",31328.3883652968
"388",16655.1297351598
"389",20040.3532968036
"390",21701.2623378995
"391",35447.8031598173
"392",26550.0524748858
"393",23811.0667214612
"394",17144.8579543379
"395",11729.7034337899
"396",38444.0212420091
"397",37561.9965844749
"398",22165.9176803653
"399",10655.0415159817
"400",10932.8311050228
"401",24219.2552146119
"402",34671.4212420091
"403",22542.9554885845
"404",27512.0195981735
"405",22614.6683652968
"406",19874.8497351598
"407",24604.5406940639
"408",16531.5237077625
"409",5286.77685844746
"410",18515.7894611872
"411",23256.111652968
"412",17809.2513789954
"413",19211.5385022831
"414",20148.5867214611
"415",28699.5406940639
"416",11186.8217899543
"417",16306.8376803653
"418",12842.5582283105
"419",7784.98507762554
"420",17887.533022831
"421",19236.1932968036
"422",15045.7790502283
"423",17193.6935707762
"424",12221.4048036529
"425",10542.6853515981
"426",-208.509716895018
"427",16675.5911050228
"428",27334.5385022831
"429",15735.7861735159
"430",9613.09466666663
"431",2676.11603652964
"432",1175.61631050224
"433",-10924.204237443
"434",-11740.1401278539
"435",-16009.5741004566
"436",-18560.1168401827
"437",-22231.1902648402
"438",-17345.5677990868
"439",-13760.3014977169
"440",-11674.0609497717
"441",-1608.70697716897
"442",5562.92315981732
"443",1241.68809132417
"444",-16352.9228675799
"445",-14934.0171141553
"446",-8770.67081278541
"447",-14980.5376621005
"448",-12347.8894429224
"449",-6330.26149771691
"450",-2518.63190867582
"451",-15228.5535525114
"452",-16114.912456621
"453",-17259.9502648402
"454",-16883.112456621
"455",-16969.6094429224
"456",-23400.048347032
"457",-28002.1886210046
"458",-29212.2225936073
"459",-25387.2768401827
"460",-27348.6034155251
"461",-21555.2302648402
"462",-17432.2532785388
"463",-10425.6149223745
"464",-8430.48396347035
"465",-16107.7442374429
"466",-22117.789716895
"467",-27717.109716895
"468",-26601.6960182649
"469",-24105.6899908676
"470",-23258.6932785388
"471",-19390.3562922375
"472",-19545.312456621
"473",-19323.2335525114
"474",-24467.1086210046
"475",-26664.1020456621
"476",-27498.888347032
"477",-28255.2045114155
"478",-28090.1442374429
"479",-28778.8149223744
"480",-25994.0461552512
"481",-25609.3880730594
"482",-20414.8631415525
"483",-23930.8067031964
"484",-25600.3508127854
"485",-26265.0954703196
"486",-25546.0861552511
"487",-19786.9217716895
"488",-19813.9354703196
"489",-19103.2845114155
"490",-21289.3349223744
"491",-23973.3447853881
"492",-19999.3250593607
"493",-22047.7190319635
"494",-20160.013826484
"495",-19545.5206757991
"496",-22705.8998538813
"497",-28024.1009497717
"498",-25935.8406757991
"499",-29154.3464292237
"500",-24462.2028675799
"501",-18034.7650593607
"502",-23010.9727305936
"503",-27115.5842374429
"504",-28712.1908127854
"505",-27772.0313607306
"506",-25197.488347032
"507",-26574.5535525114
"508",-23626.8817716895
"509",-20475.2927305936
"510",-16949.9349223744
"511",-10716.2286210045
"512",-7502.59190867579
"513",-5402.65711415524
"514",-9782.61382648401
"515",-9523.94588127852
"516",-4656.02642922372
"517",4399.08699543381
"518",-61.0083470319452
"519",-4868.0341004566
"520",-936.093826483996
"521",4077.27000913244
"522",4486.18562557079
"523",5196.06891324203
"524",8157.96973515984
"525",10647.8486392694
"526",3374.84315981737
"527",4542.68151598175
"528",2174.89576255709
"529",2889.1269954338
"530",426.016310502298
"531",-115.400675799071
"532",-3895.56122374428
"533",420.383981735175
"534",7016.06343378997
"535",6393.79768036532
"536",9171.06946118725
"537",12398.8897351598
"538",11368.9511050229
"539",12488.1012420092
"540",12526.1741187215
"541",16919.0037077626
"542",19460.8015159818
"543",23282.2168584475
"544",29038.346173516
"545",27320.5960365297
"546",22045.5806940639
"547",8419.53959817354
"548",9674.07256621007
"549",9413.01000913244
"550",16598.0111050229
"551",23167.8637077626
"552",16200.5278173516
"553",8858.84726940643
"554",12388.6538447489
"555",14821.5678173516
"556",11120.8609680366
"557",12779.0445296804
"558",12738.3278173516
"559",11183.840694064
"560",6461.82589954341
"561",15705.4264474886
"562",15933.6883652968
"563",16214.5130228311
"564",19820.5316529681
"565",22698.5322009133
"566",19416.1327488585
"567",16415.9256255708
"568",15196.68343379
"569",12873.9963105023
"570",9468.7552146119
"571",7658.91028310505
"572",17932.4242557078
"573",29351.0922009133
"574",22257.6242557078
"575",20234.2905570777
"576",16471.1595981735
"577",21153.1809680366
"578",23840.7267214612
"579",25130.0916529681
"580",26751.6472694064
"581",25187.1974063927
"582",24687.7809680365
"583",26176.8132968037
"584",18638.7557625571
"585",15468.7732968037
"586",13945.3464474886
"587",16486.0598721461
"588",17669.7760365297
"589",16622.787543379
"590",11945.7639817352
"591",6974.19302283107
"592",10596.7952146119
"593",15084.664803653
"594",7578.21384474888
"595",9793.98918721463
"596",12975.6587762557
"597",29695.0982283105
"598",26208.9787762557
"599",13414.867543379
"600",8429.5174063927
"601",6620.22644748859
"602",11971.8779543379
"603",13264.7037077626
"604",11673.1853515982
"605",16026.2642557078
"606",16566.7765844749
"607",17065.5869954338
"608",15193.9760365297
"609",1380.05932420091
"610",-5329.77410045663
"611",-1890.27601826485
"612",-1852.91437442923
"613",-880.557662100467
"614",-6099.1302648402
"615",-5954.8513607306
"616",-6076.64752511416
"617",-5110.35218264841
"618",-2609.03875799087
"619",-10562.4880730594
"620",-13987.1417716895
"621",-7840.98177168951
"622",-2590.0409497717
"623",-3613.031086758
"624",-7189.32916894977
"625",-10796.7313607306
"626",-14892.1247853881
"627",-14408.8968401826
"628",-16963.1861552511
"629",-19660.1949223744
"630",-15311.0677990868
"631",-5910.23382648401
"632",-6957.16149771689
"633",-12678.3258812785
"634",-16114.1450593607
"635",-17433.3812237443
"636",-14981.9856073059
"637",-18857.0464292237
"638",-24311.2667031963
"639",-25215.8069771689
"640",-24453.3204018265
"641",-23110.2576621004
"642",-18639.0927305936
"643",-17518.1902648402
"644",-18137.1814977169
"645",-18844.9343744292
"646",-17376.8428675799
"647",-20358.6960182648
"648",-21325.0795799087
"649",-22960.0719086758
"650",-28539.8247853881
"651",-28856.4653333333
"652",-27238.5091689498
"653",-26072.6954703196
"654",-27003.0960182648
"655",-25617.9387579909
"656",-22719.4045114155
"657",-17146.6845114155
"658",-18298.1267031963
"659",-20916.6571141552
"660",-21904.2132785388
"661",-22478.3036894977
"662",-16050.4286210046
"663",-15268.4220456621
"664",-18864.6423196347
"665",-20573.9535525114
"666",-23423.8823196347
"667",-14194.6741004566
"668",-14340.8987579909
"669",-17359.1667031964
"670",-21108.1584840183
"671",-22416.3332785388
"672",-15504.4198538813
"673",-14742.3042374429
"674",-16594.3995799087
"675",-19007.1365662101
"676",-15770.9404018265
"677",-15822.3036894977
"678",-19987.7628675799
"679",-18070.9891689498
"680",-11863.8691689498
"681",-10799.2171141553
"682",-18451.6505388128
"683",-23314.0346484018
"684",-23731.253826484
"685",-19763.1157442923
"686",-11815.2182100457
"687",-1834.18259360732
"688",2808.28151598173
"689",-109.771634703208
"690",-7625.81766210046
"691",-2790.34916894978
"692",12325.0020639269
"693",5176.88973515981
"694",6068.41521461187
"695",-2633.74588127854
"696",-4303.33821004566
"697",-1939.31300456621
"698",-5394.21437442922
"699",-6895.94149771689
"700",-6323.70807305936
"701",-1351.21437442922
"702",5492.57850228311
"703",6882.22288584476
"704",12722.346173516
"705",16688.5122009133
"706",23244.0223378996
"707",24812.8880913242
"708",26224.4732968037
"709",5711.00206392694
"710",-5440.00177168949
"711",4693.45028310503
"712",6859.21137899544
"713",8658.35220091325
"714",8038.54562557079
"715",-7218.27081278537
"716",14240.0206940639
"717",18018.22343379
"718",13812.3686392694
"719",20855.5269954338
"720",24190.7713789954
"721",17185.4590502283
"722",21507.247543379
"723",21405.2469954338
"724",11783.7801461187
"725",840.430009132426
"726",5294.66452968037
"727",6262.70398173516
"728",-2127.89766210045
"729",10035.4837077626
"730",13166.6376803653
"731",6460.70014611873
"732",26884.6678173516
"733",38347.7779543379
"734",38277.351652968
"735",21972.3900091324
"736",9815.34617351598
"737",13128.1938447489
"738",2672.8579543379
"739",7076.07658447488
"740",23368.0809680365
"741",18849.1708310502
"742",6697.41466666667
"743",7807.87000913242
"744",15088.3028858448
"745",25949.6985022831
"746",23185.0541187215
"747",34278.8037077626
"748",26750.0119269406
"749",19613.5363105023
"750",25111.3341187215
"751",38394.693022831
"752",31328.3883652968
"753",16655.1297351598
"754",20040.3532968036
"755",21701.2623378995
"756",35447.8031598173
"757",26550.0524748858
"758",23811.0667214612
"759",17144.8579543379
"760",11729.7034337899
"761",38444.0212420091
"762",37561.9965844749
"763",22165.9176803653
"764",10655.0415159817
"765",10932.8311050228
"766",24219.2552146119
"767",34671.4212420091
"768",22542.9554885845
"769",27512.0195981735
"770",22614.6683652968
"771",19874.8497351598
"772",24604.5406940639
"773",16531.5237077625
"774",5286.77685844746
"775",18515.7894611872
"776",23256.111652968
"777",17809.2513789954
"778",19211.5385022831
"779",20148.5867214611
"780",28699.5406940639
"781",11186.8217899543
"782",16306.8376803653
"783",12842.5582283105
"784",7784.98507762554
"785",17887.533022831
"786",19236.1932968036
"787",15045.7790502283
"788",17193.6935707762
"789",12221.4048036529
"790",10542.6853515981
"791",-208.509716895018
"792",16675.5911050228
"793",27334.5385022831
"794",15735.7861735159
"795",9613.09466666663
"796",2676.11603652964
"797",1175.61631050224
"798",-10924.204237443
"799",-11740.1401278539
"800",-16009.5741004566
"801",-18560.1168401827
"802",-22231.1902648402
"803",-17345.5677990868
"804",-13760.3014977169
"805",-11674.0609497717
"806",-1608.70697716897
"807",5562.92315981732
"808",1241.68809132417
"809",-16352.9228675799
"810",-14934.0171141553
"811",-8770.67081278541
"812",-14980.5376621005
"813",-12347.8894429224
"814",-6330.26149771691
"815",-2518.63190867582
"816",-15228.5535525114
"817",-16114.912456621
"818",-17259.9502648402
"819",-16883.112456621
"820",-16969.6094429224
"821",-23400.048347032
"822",-28002.1886210046
"823",-29212.2225936073
"824",-25387.2768401827
"825",-27348.6034155251
"826",-21555.2302648402
"827",-17432.2532785388
"828",-10425.6149223745
"829",-8430.48396347035
"830",-16107.7442374429
"831",-22117.789716895
"832",-27717.109716895
"833",-26601.6960182649
"834",-24105.6899908676
"835",-23258.6932785388
"836",-19390.3562922375
"837",-19545.312456621
"838",-19323.2335525114
"839",-24467.1086210046
"840",-26664.1020456621
"841",-27498.888347032
"842",-28255.2045114155
"843",-28090.1442374429
"844",-28778.8149223744
"845",-25994.0461552512
"846",-25609.3880730594
"847",-20414.8631415525
"848",-23930.8067031964
"849",-25600.3508127854
"850",-26265.0954703196
"851",-25546.0861552511
"852",-19786.9217716895
"853",-19813.9354703196
"854",-19103.2845114155
"855",-21289.3349223744
"856",-23973.3447853881
"857",-19999.3250593607
"858",-22047.7190319635
"859",-20160.013826484
"860",-19545.5206757991
"861",-22705.8998538813
"862",-28024.1009497717
"863",-25935.8406757991
"864",-29154.3464292237
"865",-24462.2028675799
"866",-18034.7650593607
"867",-23010.9727305936
"868",-27115.5842374429
"869",-28712.1908127854
"870",-27772.0313607306
"871",-25197.488347032
"872",-26574.5535525114
"873",-23626.8817716895
"874",-20475.2927305936
"875",-16949.9349223744
"876",-10716.2286210045
"877",-7502.59190867579
"878",-5402.65711415524
"879",-9782.61382648401
"880",-9523.94588127852
"881",-4656.02642922372
"882",4399.08699543381
"883",-61.0083470319452
"884",-4868.0341004566
"885",-936.093826483996
"886",4077.27000913244
"887",4486.18562557079
"888",5196.06891324203
"889",8157.96973515984
"890",10647.8486392694
"891",3374.84315981737
"892",4542.68151598175
"893",2174.89576255709
"894",2889.1269954338
"895",426.016310502298
"896",-115.400675799071
"897",-3895.56122374428
"898",420.383981735175
"899",7016.06343378997
"900",6393.79768036532
"901",9171.06946118725
"902",12398.8897351598
"903",11368.9511050229
"904",12488.1012420092
"905",12526.1741187215
"906",16919.0037077626
"907",19460.8015159818
"908",23282.2168584475
"909",29038.346173516
"910",27320.5960365297
"911",22045.5806940639
"912",8419.53959817354
"913",9674.07256621007
"914",9413.01000913244
"915",16598.0111050229
"916",23167.8637077626
"917",16200.5278173516
"918",8858.84726940643
"919",12388.6538447489
"920",14821.5678173516
"921",11120.8609680366
"922",12779.0445296804
"923",12738.3278173516
"924",11183.840694064
"925",6461.82589954341
"926",15705.4264474886
"927",15933.6883652968
"928",16214.5130228311
"929",19820.5316529681
"930",22698.5322009133
"931",19416.1327488585
"932",16415.9256255708
"933",15196.68343379
"934",12873.9963105023
"935",9468.7552146119
"936",7658.91028310505
"937",17932.4242557078
"938",29351.0922009133
"939",22257.6242557078
"940",20234.2905570777
"941",16471.1595981735
"942",21153.1809680366
"943",23840.7267214612
"944",25130.0916529681
"945",26751.6472694064
"946",25187.1974063927
"947",24687.7809680365
"948",26176.8132968037
"949",18638.7557625571
"950",15468.7732968037
"951",13945.3464474886
"952",16486.0598721461
"953",17669.7760365297
"954",16622.787543379
"955",11945.7639817352
"956",6974.19302283107
"957",10596.7952146119
"958",15084.664803653
"959",7578.21384474888
"960",9793.98918721463
"961",12975.6587762557
"962",29695.0982283105
"963",26208.9787762557
"964",13414.867543379
"965",8429.5174063927
"966",6620.22644748859
"967",11971.8779543379
"968",13264.7037077626
"969",11673.1853515982
"970",16026.2642557078
"971",16566.7765844749
"972",17065.5869954338
"973",15193.9760365297
"974",1380.05932420091
"975",-5329.77410045663
"976",-1890.27601826485
"977",-1852.91437442923
"978",-880.557662100467
"979",-6099.1302648402
"980",-5954.8513607306
"981",-6076.64752511416
"982",-5110.35218264841
"983",-2609.03875799087
"984",-10562.4880730594
"985",-13987.1417716895
"986",-7840.98177168951
"987",-2590.0409497717
"988",-3613.031086758
"989",-7189.32916894977
"990",-10796.7313607306
"991",-14892.1247853881
"992",-14408.8968401826
"993",-16963.1861552511
"994",-19660.1949223744
"995",-15311.0677990868
"996",-5910.23382648401
"997",-6957.16149771689
"998",-12678.3258812785
"999",-16114.1450593607
"1000",-17433.3812237443
"1001",-14981.9856073059
"1002",-18857.0464292237
"1003",-24311.2667031963
"1004",-25215.8069771689
"1005",-24453.3204018265
"1006",-23110.2576621004
"1007",-18639.0927305936
"1008",-17518.1902648402
"1009",-18137.1814977169
"1010",-18844.9343744292
"1011",-17376.8428675799
"1012",-20358.6960182648
"1013",-21325.0795799087
"1014",-22960.0719086758
"1015",-28539.8247853881
"1016",-28856.4653333333
"1017",-27238.5091689498
"1018",-26072.6954703196
"1019",-27003.0960182648
"1020",-25617.9387579909
"1021",-22719.4045114155
"1022",-17146.6845114155
"1023",-18298.1267031963
"1024",-20916.6571141552
"1025",-21904.2132785388
"1026",-22478.3036894977
"1027",-16050.4286210046
"1028",-15268.4220456621
"1029",-18864.6423196347
"1030",-20573.9535525114
"1031",-23423.8823196347
"1032",-14194.6741004566
"1033",-14340.8987579909
"1034",-17359.1667031964
"1035",-21108.1584840183
"1036",-22416.3332785388
"1037",-15504.4198538813
"1038",-14742.3042374429
"1039",-16594.3995799087
"1040",-19007.1365662101
"1041",-15770.9404018265
"1042",-15822.3036894977
"1043",-19987.7628675799
"1044",-18070.9891689498
"1045",-11863.8691689498
"1046",-10799.2171141553
"1047",-18451.6505388128
"1048",-23314.0346484018
"1049",-23731.253826484
"1050",-19763.1157442923
"1051",-11815.2182100457
"1052",-1834.18259360732
"1053",2808.28151598173
"1054",-109.771634703208
"1055",-7625.81766210046
"1056",-2790.34916894978
"1057",12325.0020639269
"1058",5176.88973515981
"1059",6068.41521461187
"1060",-2633.74588127854
"1061",-4303.33821004566
"1062",-1939.31300456621
"1063",-5394.21437442922
"1064",-6895.94149771689
"1065",-6323.70807305936
"1066",-1351.21437442922
"1067",5492.57850228311
"1068",6882.22288584476
"1069",12722.346173516
"1070",16688.5122009133
"1071",23244.0223378996
"1072",24812.8880913242
"1073",26224.4732968037
"1074",5711.00206392694
"1075",-5440.00177168949
"1076",4693.45028310503
"1077",6859.21137899544
"1078",8658.35220091325
"1079",8038.54562557079
"1080",-7218.27081278537
"1081",14240.0206940639
"1082",18018.22343379
"1083",13812.3686392694
"1084",20855.5269954338
"1085",24190.7713789954
"1086",17185.4590502283
"1087",21507.247543379
"1088",21405.2469954338
"1089",11783.7801461187
"1090",840.430009132426
"1091",5294.66452968037
"1092",6262.70398173516
"1093",-2127.89766210045
"1094",10035.4837077626
"1095",13166.6376803653
"1096",6460.70014611873
"1097",26884.6678173516
"1098",38347.7779543379
"1099",38277.351652968
"1100",21972.3900091324
"1101",9815.34617351598
"1102",13128.1938447489
"1103",2672.8579543379
"1104",7076.07658447488
"1105",23368.0809680365
"1106",18849.1708310502
"1107",6697.41466666667
"1108",7807.87000913242
"1109",15088.3028858448
"1110",25949.6985022831
"1111",23185.0541187215
"1112",34278.8037077626
"1113",26750.0119269406
"1114",19613.5363105023
"1115",25111.3341187215
"1116",38394.693022831
"1117",31328.3883652968
"1118",16655.1297351598
"1119",20040.3532968036
"1120",21701.2623378995
"1121",35447.8031598173
"1122",26550.0524748858
"1123",23811.0667214612
"1124",17144.8579543379
"1125",11729.7034337899
"1126",38444.0212420091
"1127",37561.9965844749
"1128",22165.9176803653
"1129",10655.0415159817
"1130",10932.8311050228
"1131",24219.2552146119
"1132",34671.4212420091
"1133",22542.9554885845
"1134",27512.0195981735
"1135",22614.6683652968
"1136",19874.8497351598
"1137",24604.5406940639
"1138",16531.5237077625
"1139",5286.77685844746
"1140",18515.7894611872
"1141",23256.111652968
"1142",17809.2513789954
"1143",19211.5385022831
"1144",20148.5867214611
"1145",28699.5406940639
"1146",11186.8217899543
"1147",16306.8376803653
"1148",12842.5582283105
"1149",7784.98507762554
"1150",17887.533022831
"1151",19236.1932968036
"1152",15045.7790502283
"1153",17193.6935707762
"1154",12221.4048036529
"1155",10542.6853515981
"1156",-208.509716895018
"1157",16675.5911050228
"1158",27334.5385022831
"1159",15735.7861735159
"1160",9613.09466666663
"1161",2676.11603652964
"1162",1175.61631050224
"1163",-10924.204237443
"1164",-11740.1401278539
"1165",-16009.5741004566
"1166",-18560.1168401827
"1167",-22231.1902648402
"1168",-17345.5677990868
"1169",-13760.3014977169
"1170",-11674.0609497717
"1171",-1608.70697716897
"1172",5562.92315981732
"1173",1241.68809132417
"1174",-16352.9228675799
"1175",-14934.0171141553
"1176",-8770.67081278541
"1177",-14980.5376621005
"1178",-12347.8894429224
"1179",-6330.26149771691
"1180",-2518.63190867582
"1181",-15228.5535525114
"1182",-16114.912456621
"1183",-17259.9502648402
"1184",-16883.112456621
"1185",-16969.6094429224
"1186",-23400.048347032
"1187",-28002.1886210046
"1188",-29212.2225936073
"1189",-25387.2768401827
"1190",-27348.6034155251
"1191",-21555.2302648402
"1192",-17432.2532785388
"1193",-10425.6149223745
"1194",-8430.48396347035
"1195",-16107.7442374429
"1196",-22117.789716895
"1197",-27717.109716895
"1198",-26601.6960182649
"1199",-24105.6899908676
"1200",-23258.6932785388
"1201",-19390.3562922375
"1202",-19545.312456621
"1203",-19323.2335525114
"1204",-24467.1086210046
"1205",-26664.1020456621
"1206",-27498.888347032
"1207",-28255.2045114155
"1208",-28090.1442374429
"1209",-28778.8149223744
